coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
etheroll,13 Feb 2017,27 Feb 2017,14.0,451.0,12,other,N/A,36349723.0,N/A,N/A,0.069,N/A,0,2140,16.1,33962,0.21,0.13,2.02,2.02,-4.814,7.0,2.646,-0.04
luxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,42049,0.04,0.21,3.32,3.54,0.062,6.5,0.016,-0.065
paragon,15 Sep 2017,15 Oct 2017,30.0,221.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3874,0,N/A,-0.35,284896,-0.16,0.01,0.14,0.41,-0.175,12.0,-0.0,-0.02
sprouts,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,355,0,N/A,N/A,132,0.14,0.15,2.43,2.53,7.661,-14.5,0.489,-0.045
morpheus network,22 Mar 2018,22 Apr 2018,31.0,32.0,12,other,22,7500000.0,18000000.0,0.42,N/A,11442,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
okcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,321,0.08,0.17,2.72,2.86,-0.011,4.5,0.024,-0.075
musicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,20112,0.28,0.21,3.28,3.41,-0.079,2.5,0.019,-0.055
patientory,31 May 2017,3 Jun 2017,3.0,355.0,1,saas,6,7200000.0,N/A,0.7,0.1,N/A,0,N/A,6.16,3256,0.08,0.09,1.41,1.63,-0.043,9.0,0.008,-0.05
coinfi,8 Feb 2018,18 Feb 2018,10.0,95.0,3,saas,15,15000000.0,15000000.0,1.0,0.15,19809,0,4906,1.38,21603900,-0.18,-0.16,-2.59,-2.15,-0.191,13.5,-0.008,0.005
effect.ai,N/A,N/A,N/A,N/A,12,other,N/A,13591090.0,18400000.0,0.74,0.07,21670,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neoscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,6474,0.19,-0.01,-0.11,0.22,-0.141,5.5,0.016,-0.025
bitdegree,1 Dec 2017,29 Dec 2017,28.0,146.0,5,social services,22,22127834.0,21600000.0,1.0,0.08,17242,0,20151,5.71,693702,-0.2,0.05,0.79,0.88,-0.996,7.0,0.01,-0.09
energycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,644,0.13,0.2,3.13,3.28,0.081,3.5,0.018,-0.045
helbiz,15 Feb 2018,4 Mar 2018,17.0,81.0,7,fintech,13,38646754.0,N/A,N/A,0.14,2030,0,65831,-0.91,756160,0.16,1.31,2.61,2.8,1.165,27.0,0.054,0.17
bulwark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,112613,0.36,0.16,2.5,2.79,-0.212,6.0,0.005,-0.05
leverj,7 Nov 2017,7 Dec 2017,30.0,168.0,12,saas,6,13049080.0,51000000.0,0.26,0.15,3724,0,4995,0.82,47085,-0.14,-0.14,-2.28,-1.88,-0.005,4.0,-0.001,-0.01
encrypgen,1 Jun 2017,18 Jul 2017,47.0,310.0,1,saas,7,10000005.0,N/A,N/A,0.03,N/A,0,4609,0.93,22870,0.44,0.24,3.78,3.93,-0.122,24.0,0.028,0.07
flixxo,24 Oct 2017,24 Nov 2017,31.0,181.0,10,saas,5,4731021.0,12000000.0,0.39,0.12,3719,0,6153,-0.04,106293,-0.04,0.17,2.66,2.89,0.076,5.5,0.012,-0.075
the champcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
local world f...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
stipend,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,684,0,N/A,N/A,44388,-0.16,-1.26,-2.52,-2.22,-0.062,0.5,0.014,-0.045
morpheus labs,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
foldingcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,4,0.26,0.16,2.51,2.55,0.037,3.5,0.032,-0.045
chronobank,15 Dec 2016,15 Feb 2017,62.0,463.0,2,saas,1,5400000.0,N/A,N/A,10.0,N/A,0,19846,-0.06,42133,-0.26,0.03,0.44,0.94,-0.113,2.5,0.005,-0.025
devery,18 Jan 2018,19 Jan 2018,1.0,125.0,12,ecommerce,6,10000000.0,10000000.0,1.0,0.17,5395,0,2792,0.95,862413,-0.27,-0.13,-2.03,-1.63,0.355,-28.0,0.003,-0.17
gambit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5960,0.04,0.12,1.95,2.43,0.054,3.0,0.012,-0.03
russian miner...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
travelflex,13 Dec 2017,11 Jan 2018,29.0,133.0,12,other,N/A,N/A,N/A,N/A,0.28,103,0,N/A,-0.27,29538,-0.18,-0.03,-0.52,-0.23,-0.019,-3.0,0.002,0.03
oyster shell,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
espers,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,2957,0.33,0.17,2.64,2.7,-0.186,9.5,0.103,-0.035
cashaa,6 Nov 2017,6 Dec 2017,30.0,169.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7574,0,385,0.18,34753,-0.23,-0.13,-2.14,-1.64,0.167,-7.5,-0.012,-0.105
atn,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,603047,0.18,-0.01,-0.09,0.37,-0.06,8.0,-0.004,-0.02
stealth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,66007,0.21,0.2,3.18,3.29,-0.23,8.0,0.015,-0.02
hollywoodcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1043310,0.03,-0.1,-1.54,-1.08,0.074,7.5,-0.005,0.015
cargox,23 Jan 2018,4 Mar 2018,40.0,81.0,5,fintech,10,6766164.0,7000000.0,0.97,0.1,5805,0,4057,1.06,1317180,-0.06,-0.17,-2.62,-2.15,-0.242,7.5,-0.005,-0.025
debitum,N/A,N/A,N/A,N/A,5,fintech,N/A,17200000.0,17200000.0,1.0,0.13,13753,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
everus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,7499,0.19,-0.02,-0.35,-0.09,0.151,68.0,-0.002,0.11
goldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,-0.29,0.12,1.93,2.23,0.004,-2.5,0.013,-0.105
lendingblock,15 Apr 2018,22 Apr 2018,7.0,32.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7940,0,5949,0.55,458040,-0.24,-1.88,-3.76,-3.16,-0.418,0.5,-0.028,-0.085
napoleonx,N/A,N/A,N/A,N/A,12,fintech,N/A,13951976.0,18300000.0,0.76,0.87,6621,0,N/A,-0.69,20199,0.05,0.42,0.84,1.38,0.009,2.5,0.013,-0.075
bounty0x,1 Dec 2017,15 Dec 2017,14.0,160.0,12,saas,8,1602927.0,1500000.0,1.0,0.04,6401,0,14229,0.9,1059090,0.37,0.13,2.06,2.26,0.722,8.5,0.015,-0.055
xpa,N/A,N/A,N/A,N/A,12,saas,N/A,N/A,N/A,N/A,0.013,171,0,321,0.09,16764,0.05,0.18,2.83,3.64,-0.199,-7.5,0.022,-0.175
nexium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,39,0.14,0.22,3.54,3.81,-0.102,7.0,0.012,-0.05
atbcoin,15 Jul 2017,13 Sep 2017,60.0,253.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2175,0,N/A,0.29,558166,-0.08,-0.02,-0.26,0.29,-0.09,1.5,0.0,-0.025
pinkcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,298,0,N/A,N/A,821,0.32,0.2,3.21,3.31,0.048,8.5,0.015,-0.065
fintrux network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
insights network,28 Jan 2018,14 Feb 2018,17.0,99.0,7,blockchain,3,17400000.0,16000000.0,1.0,0.15,21395,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fedoracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,8920,-0.19,0.15,2.39,2.52,0.307,-2.5,0.074,-0.105
zippie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,514326,-0.19,-0.33,-0.65,-0.33,-0.666,11.5,-0.012,-0.085
snovio,30 Oct 2017,30 Nov 2017,31.0,175.0,2,fintech,13,2129106.0,10000000.0,0.21,0.01,20226,0,N/A,-0.73,12041,0.48,0.23,3.71,3.84,0.035,4.5,0.034,-0.065
novacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,-0.05,-0.08,-1.27,-0.2,0.029,5.0,0.002,-0.02
dynamic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5940,0.09,0.09,1.5,1.85,0.038,5.5,0.009,-0.025
golos,30 Oct 2016,02 Dec 2016,33.0,538.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,10.7,701,-0.08,-0.01,-0.14,0.07,-0.102,1.0,0.007,-0.05
spectrecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,136,0.25,0.14,2.25,2.42,-0.101,0.5,0.02,-0.055
cvcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,2595,0.18,0.15,2.4,2.58,0.013,22.0,0.027,-0.0
connectjob,12 Feb 2018,30 Apr 2018,77.0,24.0,7,saas,24,10437623.0,12000000.0,0.87,0.25,7932,0,6431,-0.6,173329,-1.11,-1.92,-3.84,-3.08,0.709,10.5,-0.01,-0.005
pluton,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,3952,0.15,0.15,2.42,2.44,-0.286,-9.0,0.06,-0.08
pure,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,48905,0.12,0.28,4.51,4.71,-0.088,1.0,0.024,-0.14
adshares,7 Jul 2017,12 Jan 2018,189.0,132.0,12,fintech,2,11900000.0,N/A,N/A,5.26,1130,0,2226,-0.93,7590,0.19,0.09,1.48,1.67,-0.031,8.0,0.019,0.16
idex membership,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,175,0,N/A,N/A,205750,0.09,0.7,1.41,1.74,-0.5,14.0,0.025,-0.01
dovu,3 Oct 2017,17 Oct 2017,14.0,219.0,4,saas,6,6644682.0,28400000.0,0.23,0.11,105,0,N/A,-0.17,106502,0.09,0.14,2.24,2.42,0.319,10.0,0.014,-0.05
alis,1 Sep 2017,1 Oct 2017,30.0,235.0,8,saas,5,3705000.0,35600000.0,0.1,0.15,N/A,0,1754,0.41,337890,0.2,0.18,2.92,3.19,-0.102,7.5,0.01,-0.015
ip exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
investfeed,23 Jul 2017,7 Aug 2017,15.0,290.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,N/A,78892,0.1,0.1,1.55,1.85,-0.323,12.5,0.01,-0.055
leadcoin,1 Mar 2018,11 Mar 2018,10.0,74.0,7,fintech,17,50000000.0,50000000.0,1.0,0.08,11373,0,1307,0.49,6963540,-0.02,-0.0,-0.0,0.21,-0.204,5.0,-0.007,-0.08
aidcoin,16 Jan 2018,1 Feb 2018,16.0,112.0,6,blockchain,36,18632900.0,18600000.0,1.0,0.65,4425,0,3043,0.24,1717320,-0.36,-0.23,-3.59,-2.95,-0.104,5.5,-0.005,-0.095
heat,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
adbank,15 Dec 2017,14 Jan 2018,30.0,130.0,1,saas,5,13962900.0,14000000.0,1.0,0.046,5268,0,4534,-0.09,1033600,-0.14,-0.15,-2.44,-1.91,-0.298,4.5,-0.004,-0.055
global crypto...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bittube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dubaicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,169,0.26,0.28,4.42,4.63,0.184,136.5,0.036,1.395
solaris,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,295,0.35,0.14,2.22,2.23,2.474,7.0,0.127,-0.06
pandacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,61,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mysterium,30 May 2017,30 May 2017,0.0,359.0,1,saas,8,13325693.0,N/A,N/A,0.89,2644,0,11941,1.46,1632900,-0.13,0.03,0.43,0.8,-0.26,13.0,0.003,-0.0
mintcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,53,0,N/A,N/A,34979,0.36,0.15,2.36,2.55,-0.069,-13.5,0.027,0.025
toacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,74,0,N/A,N/A,62212,0.13,-0.02,-0.24,0.48,-0.246,-8.0,0.003,-0.06
aventus,6 Sep 2017,6 Sep 2017,0.0,260.0,4,entertainment,7,18780000.0,18800000.0,1.0,3.66,254,0,N/A,0.2,950718,-0.32,-0.01,-0.18,0.16,0.094,9.0,0.001,-0.03
pirl,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,8,0,N/A,N/A,9082,0.35,0.31,4.85,5.14,0.184,9.0,0.014,-0.01
insurepal,16 Jan 2018,16 Jan 2018,0.0,128.0,5,saas,24,18000000.0,18000000.0,1.0,0.1,6538,0,11131,2.18,2442080,-0.2,-0.24,-3.87,-3.29,-0.236,16.0,-0.015,0.03
gladius token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
worldcore,14 Oct 2017,15 Dec 2017,62.0,160.0,5,saas,14,25000000.0,100000000.0,0.25,0.1,3009,0,N/A,0.15,151573,0.41,0.14,2.23,2.52,0.083,21.5,0.003,0.005
sportyco,21 Nov 2017,8 Dec 2017,17.0,167.0,5,fintech,19,5087896.0,16000000.0,0.32,0.12,12535,0,8916,0.81,31692,0.0,0.07,1.16,1.54,0.109,2.5,0.002,-0.085
curecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,4973,-0.29,-0.03,-0.47,-0.27,0.005,-0.5,0.009,-0.055
zilla,N/A,N/A,N/A,N/A,7,saas,9,N/A,15000000.0,N/A,0.8,N/A,0,3570,-0.9,11905500,0.25,0.1,1.64,1.81,-1.154,10.5,0.025,-0.085
xaurum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,40,0,N/A,N/A,3753,0.28,0.16,2.47,2.81,-0.258,9.0,0.008,-0.03
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,994.0,6,blockchain,7,20510.0,N/A,0.14,0.02,N/A,0,6087,-0.13,5586,-0.06,0.09,1.43,2.01,-0.065,6.0,0.007,-0.03
publica,1 Nov 2017,16 Nov 2017,15.0,189.0,1,saas,21,1046210.0,1000000.0,1.0,0.1,2395,0,2246,1.55,1317120,-0.07,0.18,2.82,3.03,-0.03,26.0,0.013,0.04
sphere,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,4,0,N/A,N/A,4520,0.25,0.17,2.65,2.81,0.66,6.5,0.026,-0.045
linker coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dao.casino,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gobyte,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,203238,0.29,0.2,3.24,3.51,-0.178,-2.5,0.005,-0.095
ink protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
auctus,10 Apr 2018,20 Apr 2018,10.0,34.0,7,blockchain,12,3865575.0,3900000.0,0.99,0.26,8810,0,9677,1.84,1413630,0.16,1.29,2.59,3.0,0.498,8.5,-0.008,-0.105
transfercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,276,0.14,0.14,2.27,2.4,0.064,10.0,0.02,-0.05
auroracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,120043,0.28,0.09,1.43,1.52,0.02,13.0,0.007,-0.04
syndicate,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,682,0.4,0.25,4.03,4.18,-0.298,4.0,0.044,-0.05
obits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,606,0.12,0.08,1.32,1.52,0.061,-5.0,0.01,-0.05
change,N/A,N/A,N/A,N/A,7,fintech,N/A,15963255.0,40000000.0,0.4,0.44,3945,0,N/A,-0.14,31236,-0.08,0.04,0.71,1.1,-0.014,7.5,0.003,-0.045
exrnchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,32400,0.02,0.21,3.33,3.43,0.558,9.5,0.071,-0.015
airtoken,19 Sep 2017,19 Oct 2017,30.0,217.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,824,0,5246,-0.31,303295,-0.25,0.02,0.38,0.78,0.023,16.0,0.003,0.01
sumokoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,2688,0.38,0.22,3.45,3.62,-0.094,2.0,0.026,-0.07
aditus,30 Nov 2017,19 Dec 2017,19.0,156.0,7,saas,15,7100193.0,22500000.0,0.32,0.05,13802,0,N/A,-0.73,300285,0.4,3.16,6.32,6.59,0.028,-6.5,0.039,-0.115
jet8,28 Feb 2018,14 Mar 2018,14.0,71.0,7,telecommunications,51,32700000.0,36000000.0,0.91,0.097,32356,0,2056,-0.68,871036,-0.47,-0.03,-0.4,0.02,0.475,9.0,0.0,-0.1
block array,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
waves communi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
circuits of v...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clearcoin,16 Nov 2017,31 Mar 2018,135.0,54.0,1,other,17,4350000.0,N/A,N/A,0.01,25716,0,N/A,0.55,93524,0.07,0.54,1.08,1.48,0.469,-1.0,-0.007,-0.05
life,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,509584,0.19,0.23,3.59,3.72,-0.627,17.5,0.064,-0.105
sequence,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,15625,-0.11,-0.04,-0.59,-0.1,-0.195,10.0,0.012,-0.04
adhive,28 Feb 2018,14 Mar 2018,14.0,71.0,5,entertainment,17,17491749.0,17500000.0,1.0,0.17,16662,0,5545,-0.67,772548,0.12,0.93,1.86,2.24,-1.597,-7.0,0.006,-0.1
spectiv,8 Dec 2017,31 Dec 2017,23.0,144.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apx,1 May 2017,21 May 2017,20.0,368.0,12,blockchain,N/A,2749185.0,N/A,N/A,0.05,N/A,0,5265,62.2,714525,0.21,0.07,1.18,1.57,-0.099,22.5,0.008,0.065
payfair,1 Nov 2017,30 Nov 2017,29.0,175.0,2,saas,8,18291.0,N/A,N/A,0.0,2639,0,2307,N/A,41498,0.16,0.22,3.56,3.72,0.677,-22.5,0.033,-0.145
commerceblock,28 Nov 2017,19 Dec 2017,21.0,156.0,4,fintech,7,8820470.0,25000000.0,0.35,0.06,1756,0,258,-0.34,85105,0.17,1.32,2.64,3.0,-0.879,12.0,0.01,0.01
ecobit,9 Apr 2017,15 Jun 2017,67.0,343.0,12,other,N/A,N/A,N/A,N/A,0.03,272,0,1131,0.08,41297,-0.03,-0.0,-0.0,0.89,-0.167,6.0,0.009,-0.03
blue protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jiyo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,118,0.3,0.23,3.71,3.85,-0.716,17.0,0.042,-0.04
anoncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,0.27,0.24,3.77,3.9,0.484,4.0,0.036,-0.1
tokes,2 Dec 2016,16 Jan 2017,45.0,493.0,1,blockchain,3,N/A,N/A,N/A,N/A,N/A,0,8493,N/A,15471,0.25,0.19,2.96,3.32,-0.119,7.5,0.012,-0.025
canyacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,32408200,-0.18,-0.13,-2.03,-1.71,-0.705,22.0,-0.02,-0.0
global curren...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
b2bx,2 Oct 2017,17 Nov 2017,46.0,188.0,2,saas,22,8078602.0,29500000.0,0.27,0.74,1992,0,3910,1.38,144393,-0.29,0.02,0.3,0.57,-0.276,64.5,0.015,0.435
kore,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
opus,24 Jul 2017,24 Aug 2017,31.0,273.0,12,entertainment,11,5737250.0,20000000.0,0.29,0.04,1616,0,3627,0.3,37435,-0.08,-0.0,-0.01,0.25,-0.125,65.5,0.035,0.305
get protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trueflip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,133868,-0.09,0.02,0.34,0.71,-0.123,-1.0,0.011,-0.04
hellogold,28 Aug 2017,2 Oct 2017,35.0,234.0,12,saas,19,5208991.0,N/A,N/A,0.05,1504,0,1969,-0.52,28580,-0.0,0.14,2.29,2.47,-0.124,8.0,0.024,-0.01
viuly,1 Nov 2017,15 Nov 2017,14.0,190.0,5,entertainment,3,N/A,30000000.0,N/A,0.17,6714,0,6217,-0.97,14913,0.32,0.25,4.03,4.15,0.119,4.0,0.033,-0.07
artbyte,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,414,0.06,0.09,1.5,1.71,0.087,6.5,0.011,-0.045
universal cur...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
breakout stake,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
clearpoll,2 Oct 2017,26 Oct 2017,24.0,210.0,9,saas,9,N/A,1300000.0,N/A,0.13,861,0,120107,2.34,94539,-0.13,0.19,3.04,3.27,-0.133,3.0,0.015,-0.02
target coin,15 Jul 2017,31 Aug 2017,47.0,266.0,12,blockchain,4,20711412.0,N/A,0.3,0.05,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
internet of p...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hoqu,27 Nov 2017,26 Feb 2018,91.0,87.0,4,fintech,5,18782400.0,33200000.0,0.57,0.22,14970,0,6127,-0.66,29097,-0.15,-0.04,-0.63,-0.14,0.064,-4.0,-0.009,-0.09
haven protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
