coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
investfeed,23 Jul 2017,7 Aug 2017,15.0,305.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,N/A,N/A,0.0,78892,0.1,0.1,1.55,1.55,-0.334,nan,0.01,nan
okcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,321,0.08,0.17,2.72,2.72,-0.017,nan,0.023,nan
life,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,509584,0.19,0.23,3.59,3.59,-0.623,nan,0.062,nan
xpa,N/A,N/A,N/A,N/A,12,saas,N/A,N/A,N/A,N/A,N/A,N/A,0,363,N/A,N/A,0.0,16764,0.05,0.18,2.83,2.83,-0.202,nan,0.021,nan
flixxo,24 Oct 2017,24 Nov 2017,31.0,196.0,10,saas,5,4731021.0,12130823.0,0.39,0.12,3729,0,6310,0.6,N/A,-0.038,106293,-0.04,0.17,2.66,2.66,0.063,nan,0.011,nan
rentberry,5 Dec 2017,28 Feb 2018,85.0,100.0,7,real estate,25,27500000.0,29891304.0,0.92,0.35,14667,0,20128,N/A,N/A,-0.806,294933,0.23,1.86,3.71,3.71,-0.407,nan,0.004,nan
patientory,31 May 2017,3 Jun 2017,3.0,370.0,1,saas,6,7200000.0,10285714.0,0.7,0.1,N/A,0,N/A,N/A,N/A,6.165,3256,0.08,0.09,1.41,1.41,-0.049,nan,0.007,nan
paragon,15 Sep 2017,15 Oct 2017,30.0,236.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3808,0,N/A,N/A,N/A,-0.35,284896,-0.16,0.01,0.14,0.14,-0.163,nan,-0.0,nan
dynamic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5940,0.09,0.09,1.5,1.5,0.039,nan,0.009,nan
pinkcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,290,0,N/A,N/A,N/A,0.0,821,0.32,0.2,3.21,3.21,0.045,nan,0.015,nan
faceter,15 Feb 2018,30 Mar 2018,43.0,70.0,11,other,9,28610352.0,40871931.0,0.7,0.0349,2078,0,51,N/A,N/A,-0.43,135291,-0.35,-0.61,-1.22,-1.22,-1.579,nan,0.0,nan
gambit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5960,0.04,0.12,1.95,1.95,0.052,nan,0.011,nan
effect.ai,N/A,N/A,N/A,N/A,12,other,N/A,13591090.0,18366338.0,0.74,0.0705,20700,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
golos,30 Oct 2016,02 Dec 2016,33.0,553.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,10.7,701,-0.08,-0.01,-0.14,-0.14,-0.106,nan,0.007,nan
bulwark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,112613,0.36,0.16,2.5,2.5,-0.213,nan,0.003,nan
profile-utili...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
icos,15 Aug 2017,15 Sep 2017,31.0,266.0,2,blockchain,23,14600000.0,N/A,N/A,44.38,1818,0,5054,0.7,N/A,0.034,15683,0.1,0.05,0.76,0.76,-0.176,nan,0.002,nan
stealth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,66007,0.21,0.2,3.18,3.18,-0.23,nan,0.015,nan
bee-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1107220,-0.42,-0.08,-1.27,-1.27,-0.253,nan,-0.013,nan
connectjob,12 Feb 2018,30 Apr 2018,77.0,39.0,7,saas,24,10437623.0,11997268.0,0.87,N/A,7815,0,6455,0.62,N/A,0.0,173329,-0.35,-2.76,-5.52,-5.52,0.135,nan,-0.008,nan
sprouts,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,484,0,N/A,N/A,N/A,0.0,132,0.14,0.15,2.43,2.43,7.645,nan,0.481,nan
novacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.05,-0.08,-1.27,-1.27,0.028,nan,0.002,nan
cargox,23 Jan 2018,4 Mar 2018,40.0,96.0,5,fintech,10,6766164.0,6975427.0,0.97,N/A,5702,0,5053,0.5,N/A,0.0,1317180,-0.06,-0.17,-2.62,-2.62,-0.283,nan,-0.005,nan
adbank,15 Dec 2017,14 Jan 2018,30.0,145.0,1,saas,5,13962900.0,13962900.0,1.0,0.05,6628,0,6224,0.64,N/A,-0.167,1033600,-0.14,-0.15,-2.44,-2.44,-0.303,nan,-0.004,nan
waves-communi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
insurepal,16 Jan 2018,16 Jan 2018,0.0,143.0,5,saas,24,18000000.0,18000000.0,1.0,0.1,6458,0,7041,0.78,N/A,2.178,2442080,-0.2,-0.24,-3.87,-3.87,-0.234,nan,-0.013,nan
hollywoodcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1043310,0.03,-0.1,-1.54,-1.54,0.104,nan,-0.005,nan
xaurum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,38,0,N/A,N/A,N/A,0.0,3753,0.28,0.16,2.47,2.47,-0.257,nan,0.007,nan
pluton,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3952,0.15,0.15,2.42,2.42,-0.287,nan,0.058,nan
coinfi,8 Feb 2018,18 Feb 2018,10.0,110.0,3,saas,15,15000000.0,15000000.0,1.0,0.15,19344,0,5025,N/A,N/A,1.384,21603900,-0.18,-0.16,-2.59,-2.59,-0.189,nan,-0.009,nan
naviaddress,1 Mar 2018,31 Mar 2018,30.0,69.0,7,saas,6,16900000.0,20119048.0,0.84,0.05,99970,0,201,0.38,N/A,-0.518,194240,-0.63,-1.1,-2.19,-2.19,2.745,nan,-0.022,nan
foldingcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.26,0.16,2.51,2.51,0.037,nan,0.032,nan
snovio,30 Oct 2017,30 Nov 2017,31.0,190.0,2,fintech,13,2129106.0,10138600.0,0.21,0.01,19870,0,10596,0.44,N/A,-0.73,12041,0.48,0.23,3.71,3.71,0.032,nan,0.031,nan
idex-membership,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,187697,-0.17,-0.12,-1.84,-1.84,1.07,nan,0.001,nan
nper,19 Jan 2018,31 Jan 2018,12.0,128.0,8,saas,15,N/A,N/A,N/A,0.2,N/A,0,6420,N/A,N/A,0.679,4371660,-0.23,-1.85,-3.7,-3.7,-0.481,nan,-0.023,nan
sphere,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,4,0,N/A,N/A,N/A,0.0,4520,0.25,0.17,2.65,2.65,0.658,nan,0.026,nan
spectiv,8 Dec 2017,31 Dec 2017,23.0,159.0,1,entertainment,8,7605767.0,10563565.0,0.72,0.5,N/A,0,3334,0.56,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
heat,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
devery,18 Jan 2018,19 Jan 2018,1.0,140.0,12,ecommerce,6,10000000.0,10000000.0,1.0,0.19,5260,0,2901,0.24,N/A,0.741,862413,-0.27,-0.13,-2.03,-2.03,0.287,nan,0.002,nan
mktcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,298613,0.32,0.08,1.2,1.2,-0.017,nan,0.007,nan
energycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,644,0.13,0.2,3.13,3.13,0.081,nan,0.018,nan
encrypgen,1 Jun 2017,18 Jul 2017,47.0,325.0,1,saas,7,10000005.0,N/A,N/A,0.03,N/A,0,4726,N/A,N/A,0.928,22870,0.44,0.24,3.78,3.78,-0.128,nan,0.024,nan
target-coin,15 Jul 2017,31 Aug 2017,47.0,281.0,12,blockchain,4,20711412.0,69038040.0,0.3,0.05,N/A,0,1635,0.4,N/A,-0.164,69996,0.03,0.09,1.46,1.46,-0.252,nan,0.021,nan
bounty0x,1 Dec 2017,15 Dec 2017,14.0,175.0,12,saas,8,1602927.0,1602927.0,1.0,0.04,6815,0,14672,N/A,N/A,0.899,1059090,0.37,0.13,2.06,2.06,0.684,nan,0.013,nan
eztoken,N/A,N/A,N/A,N/A,12,saas,N/A,10450000.0,10450000.0,1.0,1.2,5042,0,N/A,N/A,N/A,0.275,235359,-0.35,-0.09,-1.46,-1.46,-0.713,nan,-0.006,nan
toacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,98,0,N/A,N/A,N/A,0.0,62212,0.13,-0.02,-0.24,-0.24,-0.248,nan,0.001,nan
blue-protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ink-protocol,01 Feb 2018,28 Feb 2018,27.0,100.0,1,other,14,15000000.0,15000000.0,1.0,0.13,10254,0,4915,0.42,N/A,-0.303,280064,-0.21,-0.04,-0.66,-0.66,-0.226,nan,-0.005,nan
aidcoin,16 Jan 2018,1 Feb 2018,16.0,127.0,6,blockchain,36,18632900.0,18632900.0,1.0,0.52,4354,0,3175,N/A,N/A,0.545,1717320,-0.36,-0.23,-3.59,-3.59,-0.131,nan,-0.005,nan
pandacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,62,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
change,N/A,N/A,N/A,N/A,7,fintech,N/A,15963255.0,39908138.0,0.4,0.44,3901,0,N/A,N/A,N/A,-0.14,31236,-0.08,0.04,0.71,0.71,-0.018,nan,0.003,nan
digitex-futures,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,120854,-1.13,-1.96,-3.92,-3.92,-0.951,nan,-0.028,nan
bitconnect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,3,0,N/A,N/A,N/A,0.0,5978,0.41,0.34,5.42,5.42,-0.253,nan,0.015,nan
debitum,N/A,N/A,N/A,N/A,5,fintech,N/A,17200000.0,17200000.0,1.0,0.13,13469,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gobyte,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.6,N/A,0.0,203238,0.29,0.2,3.24,3.24,-0.16,nan,0.004,nan
bezop,20 Dec 2017,10 Jan 2018,21.0,149.0,12,other,4,N/A,N/A,N/A,N/A,6954,0,N/A,0.22,N/A,0.0,281984,0.09,0.03,0.54,0.54,-0.272,nan,0.012,nan
lendingblock,15 Apr 2018,22 Apr 2018,7.0,47.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7664,0,6276,0.4,N/A,0.548,458040,-0.24,-1.88,-3.76,-3.76,-0.432,nan,-0.024,nan
canyacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32408200,-0.18,-0.13,-2.03,-2.03,-0.69,nan,-0.017,nan
dero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,231,0,N/A,N/A,N/A,0.0,205750,0.09,0.7,1.41,1.41,-0.29,nan,0.012,nan
fidelium,26 Feb 2018,26 Mar 2018,28.0,74.0,1,fintech,18,10000000.0,47619048.0,0.21,-0.07,N/A,0,2468,0.36,N/A,-4.111,76937,-0.05,-0.37,-0.75,-0.75,-0.161,nan,-0.023,nan
goldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.29,0.12,1.93,1.93,0.005,nan,0.013,nan
circuits-of-v...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
travala,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,46446,0.43,0.75,1.5,1.5,-0.869,nan,0.01,nan
dovu,3 Oct 2017,17 Oct 2017,14.0,234.0,4,saas,6,6644682.0,28889922.0,0.23,0.11,128,0,N/A,0.54,N/A,-0.169,106502,0.09,0.14,2.24,2.24,0.297,nan,0.013,nan
fedoracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8920,-0.19,0.15,2.39,2.39,0.308,nan,0.073,nan
wetrust,2 Mar 2017,14 Apr 2017,43.0,420.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,0,10,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
worldcore,14 Oct 2017,15 Dec 2017,62.0,175.0,5,saas,14,25000000.0,100000000.0,0.25,0.1,3054,0,N/A,0.52,N/A,0.146,151573,0.41,0.14,2.23,2.23,0.072,nan,0.003,nan
biocoin,1 Nov 2017,18 Feb 2018,109.0,110.0,2,other,18,16000000.0,16000000.0,1.0,16.0,323,0,1269,0.38,N/A,-0.999,41016,-0.11,-0.18,-2.92,-2.92,0.098,nan,-0.002,nan
local-world-f...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
b2bx,2 Oct 2017,17 Nov 2017,46.0,203.0,2,saas,22,8078602.0,29920748.0,0.27,0.74,1942,0,3967,N/A,N/A,1.378,144393,-0.29,0.02,0.3,0.3,-0.261,nan,0.016,nan
aventus,6 Sep 2017,6 Sep 2017,0.0,275.0,4,entertainment,7,18780000.0,18780000.0,1.0,3.66,259,0,N/A,0.6,N/A,0.202,950718,-0.32,-0.01,-0.18,-0.18,0.08,nan,0.001,nan
jet8,28 Feb 2018,14 Mar 2018,14.0,86.0,7,telecommunications,51,32700000.0,35934066.0,0.91,0.0974,29178,0,2119,N/A,N/A,-0.683,871036,-0.47,-0.03,-0.4,-0.4,0.376,nan,-0.003,nan
u.cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eroscoin,13 Nov 2017,15 Nov 2017,2.0,207.0,12,other,7,N/A,N/A,N/A,0.05,N/A,0,N/A,0.42,N/A,1.938,8548340,0.08,-0.07,-1.15,-1.15,0.01,nan,-0.003,nan
zippie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,514326,-0.14,-1.08,-2.17,-2.17,-0.119,nan,-0.011,nan
mintcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,51,0,N/A,N/A,N/A,0.0,34979,0.36,0.15,2.36,2.36,-0.068,nan,0.027,nan
spectrecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,136,0.25,0.14,2.25,2.25,-0.1,nan,0.019,nan
commerceblock,28 Nov 2017,19 Dec 2017,21.0,171.0,4,fintech,13,8820470.0,25201343.0,0.35,0.06,1761,0,263,N/A,N/A,-0.338,85105,0.17,1.32,2.64,2.64,-0.841,nan,0.008,nan
haven-protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,661615,0.01,0.07,0.13,0.13,-0.457,nan,-0.008,nan
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,1009.0,6,blockchain,7,20510.0,146500.0,0.14,0.02,N/A,0,6146,N/A,N/A,-0.131,5586,-0.06,0.09,1.43,1.43,-0.067,nan,0.007,nan
pirl,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,40,0,N/A,N/A,N/A,0.0,9082,0.35,0.31,4.85,4.85,0.182,nan,0.013,nan
colu-local-ne...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
helbiz,15 Feb 2018,4 Mar 2018,17.0,96.0,7,fintech,13,38646754.0,N/A,N/A,N/A,2117,0,41003,0.44,N/A,0.0,756160,0.16,1.31,2.61,2.61,0.484,nan,0.022,nan
stipend,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,714,0,N/A,N/A,N/A,0.0,44388,-0.16,0.08,1.19,1.19,-0.161,nan,0.009,nan
oyster-shell,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,170515,-2.54,-4.4,-8.79,-8.79,0.488,nan,-0.037,nan
syndicate,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,682,0.4,0.25,4.03,4.03,-0.296,nan,0.042,nan
adshares,7 Jul 2017,12 Jan 2018,189.0,147.0,12,fintech,2,11900000.0,N/A,N/A,5.26,1132,0,2274,0.3,N/A,-0.927,7590,0.19,0.09,1.48,1.48,-0.025,nan,0.017,nan
alis,1 Sep 2017,1 Oct 2017,30.0,250.0,8,saas,5,3705000.0,37050000.0,0.1,0.15,N/A,0,1752,0.6,N/A,0.413,337890,0.2,0.18,2.92,2.92,-0.103,nan,0.008,nan
sportyco,21 Nov 2017,8 Dec 2017,17.0,182.0,5,fintech,19,5087896.0,15899675.0,0.32,0.12,12297,0,8981,N/A,N/A,0.812,31692,0.0,0.07,1.16,1.16,0.086,nan,0.001,nan
curecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4973,-0.29,-0.03,-0.47,-0.47,0.003,nan,0.009,nan
block-array,N/A,N/A,N/A,N/A,1,blockchain,N/A,14375000.0,14375000.0,1.0,0.26,4787,0,N/A,N/A,N/A,0.109,366253,-0.08,-0.11,-1.82,-1.82,-0.218,nan,-0.005,nan
dotcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106,0.13,0.12,1.85,1.85,-0.014,nan,0.014,nan
gladius-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,468801,0.01,-0.02,-0.24,-0.24,-0.428,nan,-0.002,nan
fundrequest,20 Nov 2017,01 Dec 2017,11.0,189.0,5,blockchain,11,12121040.0,14964247.0,0.81,0.48,11447,0,13287,0.54,N/A,-0.491,55032,-0.74,-1.28,-2.57,-2.57,1.084,nan,-0.009,nan
zilla,N/A,N/A,N/A,N/A,7,saas,9,N/A,15000000.0,N/A,N/A,N/A,0,3649,N/A,N/A,0.0,11905500,0.25,0.1,1.64,1.64,-1.126,nan,0.02,nan
sequence,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15625,-0.11,-0.04,-0.59,-0.59,-0.196,nan,0.011,nan
vice-industry...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
obits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,606,0.12,0.08,1.32,1.32,0.058,nan,0.01,nan
privatix,19 Oct 2017,16 Nov 2017,28.0,204.0,12,saas,16,2391939.0,14949619.0,0.16,3.3,1936,0,707,0.48,N/A,-0.055,99333,0.11,0.15,2.41,2.41,-0.133,nan,0.026,nan
maxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,433614,0.04,-0.02,-0.37,-0.37,0.943,nan,0.019,nan
mysterium,30 May 2017,30 May 2017,0.0,374.0,1,saas,8,13325693.0,N/A,N/A,0.89,2672,0,12037,N/A,N/A,1.461,1632900,-0.13,0.03,0.43,0.43,-0.261,nan,0.002,nan
bitcoin-plus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,176918,0.13,0.01,0.14,0.14,-0.232,nan,0.036,nan
transfercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,276,0.14,0.14,2.27,2.27,0.061,nan,0.02,nan
clearpoll,2 Oct 2017,26 Oct 2017,24.0,225.0,9,saas,9,N/A,1300000.0,N/A,0.13,911,0,120364,N/A,N/A,2.341,94539,-0.13,0.19,3.04,3.04,-0.141,nan,0.014,nan
auroracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,120043,0.28,0.09,1.43,1.43,0.019,nan,0.007,nan
ip-exchange,28 Feb 2018,05 Mar 2018,5.0,95.0,12,other,N/A,7904319.0,9299199.0,0.85,0.0122,6369,0,N/A,0.48,N/A,-0.483,539393,0.11,0.07,1.08,1.08,0.163,nan,0.007,nan
hackspace-cap...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
linker-coin,25 Nov 2017,31 Dec 2017,36.0,159.0,6,blockchain,20,10133235.0,10133235.0,1.0,0.22,2258,0,N/A,N/A,N/A,-0.588,164191,0.02,0.18,0.36,0.36,-0.244,nan,-0.004,nan
hoqu,27 Nov 2017,26 Feb 2018,91.0,102.0,4,fintech,5,18782400.0,32951579.0,0.57,0.17,14735,0,6199,0.84,N/A,-0.564,29097,-0.15,-0.04,-0.63,-0.63,0.032,nan,-0.01,nan
bigbom,28 May 2018,10 Jun 2018,13.0,-2.0,12,saas,13,6792000.0,6792000.0,1.0,0.0283,39335,0,N/A,0.72,N/A,-0.25,972645,0.84,1.45,2.91,2.91,-0.429,nan,0.04,nan
atbcoin,15 Jul 2017,13 Sep 2017,60.0,268.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2181,0,N/A,0.66,N/A,0.289,558166,-0.08,-0.02,-0.26,-0.26,-0.08,nan,-0.001,nan
leadcoin,1 Mar 2018,11 Mar 2018,10.0,89.0,7,fintech,17,50000000.0,50000000.0,1.0,N/A,12385,0,1510,0.36,N/A,0.0,6963540,-0.02,-0.0,-0.0,-0.0,-0.228,nan,-0.009,nan
kore,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
anoncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.27,0.24,3.77,3.77,0.475,nan,0.036,nan
trueflip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,133868,-0.09,0.02,0.34,0.34,-0.117,nan,0.009,nan
insights-network,28 Jan 2018,14 Feb 2018,17.0,114.0,7,blockchain,3,17376260.0,17376260.0,1.0,0.15,20730,0,N/A,0.3,N/A,-0.051,693393,-0.33,-0.04,-0.71,-0.71,-0.071,nan,-0.009,nan
dao.casino,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fidentiax,6 Nov 2017,5 Dec 2017,29.0,185.0,7,saas,8,1566283.0,2900524.0,0.54,0.93,2464,0,3960,0.22,N/A,-0.701,77268,0.26,0.07,1.06,1.06,-0.209,nan,0.003,nan
mybit-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,45014,-0.0,0.04,0.64,0.64,-0.164,nan,0.006,nan
artbyte,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,414,0.06,0.09,1.5,1.5,0.085,nan,0.011,nan
aditus,30 Nov 2017,19 Dec 2017,19.0,171.0,7,saas,15,7100193.0,22188103.0,0.32,0.05,13394,0,N/A,0.44,N/A,-0.735,300285,0.4,3.16,6.32,6.32,0.181,nan,0.025,nan
auctus,10 Apr 2018,20 Apr 2018,10.0,49.0,7,blockchain,12,3865575.0,3904621.0,0.99,0.28,8567,8,9975,0.72,N/A,1.642,1413630,0.16,1.29,2.59,2.59,0.171,nan,-0.008,nan
atmos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3551,0.17,0.21,3.3,3.3,0.13,nan,0.013,nan
payfair,1 Nov 2017,30 Nov 2017,29.0,190.0,2,saas,8,18291.0,N/A,N/A,0.0,2765,0,2364,0.32,N/A,0.0,41498,0.16,0.22,3.56,3.56,0.678,nan,0.028,nan
solaris,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,295,0.35,0.14,2.22,2.22,2.468,nan,0.123,nan
global-crypto...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcoinz,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13349,0.38,0.12,1.9,1.9,-0.232,nan,0.012,nan
tokia,4 Dec 2017,15 Mar 2018,101.0,85.0,4,fintech,7,30000000.0,N/A,N/A,1.0,8229,0,1672,0.5,N/A,-0.813,641864,0.01,0.02,0.04,0.04,-2.895,nan,-0.016,nan
